ID	team	title	abstract	village	medal	awards	nominations	year	PIs	instructors	advisors	student leaders	students	roster members	section	country	region	wiki	status
5986	SR-China	Probabyotics Infant Formula: Probiotic HMOs, Digestible Casein & Lactose-Free	"To address critical limitations in current infant formula--specifically the absence of immunomodulatory human milk oligosaccharides (HMOs), poor digestibility of casein micelles, and prevalent lactose intolerance--our team, Probabyotics, developed ""2-FLuxe"" using Escherichia coli Nissle 1917?EcN? as a probiotic chassis for integrated bioengineering. We constructed three synergistic systems: (1) a de novo 2'-fucosyllactose (2'-FL) synthesis pathway (via manB-manC-gmd-fcl-futC overexpression) to produce breastmilk-mimetic HMOs at >80% reduced cost; (2) recombinant trypsinogen expression for precise casein hydrolysis, alleviating gastrointestinal burden; and (3) high-yield ?-galactosidase (lacZ) fermentation to eliminate lactose. Manufacturing involves EcN-based fermentation with low-cost substrates (glycerol/lactose), enzymatic purification, and incorporation of 2'-FL with trypsin/?-galactosidase-treated milk. The resulting formulation eliminates key drawbacks of conventional formulas by providing 2'-FL-driven pathogen inhibition and microbiota support, enhanced protein digestibility, and lactose-free tolerance--enabling accessible, breastmilk-equivalent nutrition for infants with digestive vulnerabilities or limited breastfeeding access."	Food & Nutrition	Gold Medal		Best Entrepreneurship, High School+Best Village Project, High School	2025	Zhang zhenkun, Yilei Pu		Derrick, Wang Chong, Yi Cao, Yuqi Lin	Qingzhu Yang, Ruichen Ding, Tangziyi Wu, Yingtong Xia, Yiran Huo, Yunwei Ma	Aleph Wang, Anqi Cao, Feite Li, Hanxi Sun, Huiling Luo, Ruihan Liu, Shengyi Quan, Shixuan Qu, Shumeng Cui, Taintian Yu, Xintong Chen, Xin Yan, Xinyi Mou, Ye He, Yuegao Han, Yun zhou, Ziteng Ma	29	High School	China	Asia	https://2025.igem.wiki/sr-china	Accepted
5987	ZEOLYM	CerviX Spy: CRISPR-Powered Home Screening for Cervical Cancer	"CerviX Spy is an innovative point-of-care testing (POCT) platform integrating CRISPR-Cas13a technology and microfluidics for early cervical cancer screening. Targeting the host-derived biomarker miR-155 - a key oncogenic miRNA upregulated in precancerous lesions--the system employs a modular toehold switch probe that undergoes conformational change upon target binding, activating a T7 promoter to transcribe sgRNA. This triggers Cas13a-mediated cis-cleavage of target RNA and collateral trans-cleavage of fluorescent reporters, enabling pM-level detection under isothermal conditions (37 ?). Validated via rigorous DBTL (Design-Build-Test-Learn) cycles, the biosensor achieves single-base specificity and pM sensitivity, overcoming limitations of traditional HPV-DNA assays (e.g., inability to distinguish transient vs. oncogenic infections). Encapsulated in the user-friendly ""CerviSure Scanner"" - a 3D-printed, disposable microfluidic device - the system supports decentralized, non-invasive screening with rapid results (<60 min). This platform promises to reduce healthcare disparities by enabling accessible, high-accuracy screening in low-resource settings, advancing global cervical cancer elimination efforts."	Diagnostics	Gold Medal			2025	Ziling Guo			Sunyiyang, SUYUE MENG, wujunyi, YU, LEXUAN, ???	chengzai, Jiangziheng, Kailang, Lyu Lu, Ryan, Shang Zichen, sunruitong, TangJinglei, WEIRAN MA, Wengxiaohhu, Yang Sen Fan, YANGZERUI, yifan huang, yixuanhuang, ZHANG ZIJIN	21	High School	China	Asia	https://2025.igem.wiki/zeolym	Accepted
5988	Shanghai-SDG	SCG Detoxification: A Solution for Transforming Waste Coffee Grounds into Biofertilizers	The spent coffee ground (SCG) holds significant potential for producing organic fertilizers. Residual caffeine, however, inhibits plant growth due to its phytotoxicity, substantially limiting the application of SCG in bio-fertilizer production. Conventional decaffeination methods suffer from high costs and environmental concerns. Here, we genetically engineered Escherichia coli (E. coli) by integrating genes involved in caffeine degradation, aiming to remove the residual caffeine from SGG during fermentation while producing valuable biofertilizers. Our project provides an eco-friendly and cost-effective solution for the recycling of SCG. The safety and scalability of the engineered E. coli ensure its broad applicability in agriculture, horticulture, and environmental protection.	Agriculture	Gold Medal		Best Part Collection, High School+Best Sustainable Development Impact, High School+Best Village Project, High School	2025	Ruyi Shi, Siqi Yang, TANG LINGHUAN, Zhang Zhaoxia			Chenhan Qiu, QIAN YUNYI, Zixuan Qu	Chen Ziyan, Grace, JIANG YUXUAN, Jinqiliang, Junyang Ge, Rui Jie, SHIE KOBATAKE, Tammy Huang, Tian An Jia, WeiJin, Weiyu Miao, WENZE QIN, Yanning Zhu, Yiling Shi, Yinuo Zhang, Yongqin Bu, ZHANG ZIHAN, zhiyun su, Zhou Ran, Ziqing Zhu, Ziyan Wang	28	High School	China	Asia	https://2025.igem.wiki/shanghai-sdg	Accepted
5989	Hangzhou-MedX	The Salidroside Initiative: Protecting the Plateau and Every Heartbeat with Synthetic Biology	Cardiovascular diseases increasingly threaten young populations due to stress and unhealthy habits. Salidroside, a cardioprotective compound from Rhodiola rosea, shows antioxidant and anti-hypoxic effects but is difficult to source sustainably. To solve this, we engineered Escherichia coli to biosynthesize salidroside via an optimized tyrosol pathway and heterologous expression of a UDP-glucosyltransferase (UGT). In addition, we developed a whole-cell biosensor targeting 4-hydroxyphenylpyruvate (4HPP), a key intermediate in the microbial biosynthetic pathway of salidroside. By employing this sensor, we enhanced salidroside production through directed evolution. Our system provides an eco-friendly, scalable alternative to plant extraction, reducing pressure on fragile plateau ecosystems while supporting youth heart health through synthetic biology innovation.	Conservation	Gold Medal		Best New Composite Part, High School	2025	Ruyi Shi, Kexin Fei, Yaoyao Liang	Lingyan Jia, Mengdi Jin		Lu Yuqi, Muyun Zhou, Rycki, Yifan Shi	Bohan Lou, Cao Yaxuan, chenche, Chenlinze Lu, Hanzhe Xu, HOU ZIMO, Jiaming Man, JINTIAN SU, Qianyu Zhao, Ruitong Liu, Shencheng Xu, Yusong Lu, Yuxin Gong, Yuxin Shi, ZHANGZIJUN, Zhengxin Wang, Zhiyu Xiang	26	High School	China	Asia	https://2025.igem.wiki/hangzhou-medx	Accepted
5990	Hangzhou-SDG	CatWell: Oral Peptide Contraceptive System for Humane Feral Cat Control	As urban feral cat populations continue to grow, ecological balance, public health, and animal welfare are increasingly threatened. To address this, we designed an oral contraceptive peptide based on a sequence-modified cyclized GnRH antagonist that competitively blocks reproductive hormone signaling without affecting animal health. By optimizing peptide stability through sequence modification and disulfide ring formation, and co-administering with SNAC to enhance gastrointestinal absorption, we enable effective oral delivery. For safe and precise administration, we designed CatWell, an AI-powered smart feeder that provides controlled daily dosing to individual feral cats. Together, this integrated system offers a humane, scalable, and non-surgical solution for feral cat population control.	Conservation	Gold Medal			2025	Ruyi Shi, Kexin Fei, Yuqi Fu, Ziying Xu		Pengrun Gu	Chencheng Yu, Yuanyuan Xiao, ZHU JINGXUAN	BRANDON CHEN, Fang Shenhe, LIANG JINXUAN, Pipi Gao, Ran Yan, Shang YIchen, ShenglongChu, Siyuan Li, YUSEN LI, Yuyinan, ZHANG XINUO	19	High School	China	Asia	https://2025.igem.wiki/hangzhou-sdg	Accepted
5991	Guanghua-ShanghaiU	Modular attenuated vaccine development for sustainable aquaculture	Our iGEM project addresses the critical challenge of Pseudomonas plecoglossicida-induced visceral white spot disease in large yellow croaker, which causes annual industry losses exceeding ¥600 million due to high mortality rates (70-80%), while traditional antibiotic therapies exacerbate drug resistance and ecological harm. We employ an integrated computational-experimental strategy to develop a novel live attenuated vaccine. Starting with the CLEF model, we screen effector proteins, then validate candidates using engineered E. coli BL21(DE3). These virulence factors serve as vaccine targets. We also use C. elegans for preliminary toxicity and protection studies. Mathematical modeling simulates immune responses and economic impact, linking predictions with practical efficacy. Our goal is to establish an efficient antigen screening system to accelerate novel aquaculture vaccine development, offering a sustainable strategy to reduce disease prevalence and enhance productivity.	Agriculture	Gold Medal			2025	Ruyi Shi, Kexin Fei, Shan Su	Xiao Wu	Qiyao Wang	LU YUTONG, SU YUETONG, Wenbo Wu	Ding Yiqiao, DUANRAN, HE MUYUAN, QIU HONGKAI, SHEN ZHEHAN, Yang Yuxuan, Yi Shen, YUHAIBEI	16	High School	China	Asia	https://2025.igem.wiki/guanghua-shanghaiu	Accepted
5992	Nanjing-BioX	SOD Shield: Novel Eye Drops Prevent Oxidative Cataracts	Cataracts, a leading cause of global blindness, primarily result from oxidative damage to lens proteins. Current treatment relies on invasive surgery. Superoxide dismutase (SOD), a key antioxidant enzyme, neutralizes reactive oxygen species but suffers from instability and rapid degradation, limiting its therapeutic potential. Manganese superoxide dismutase (Mn-SOD) is an important subtype of the SOD family. This enzyme is closely related to the occurrence and development of cataracts. Our project employs computational biology and machine learning to engineer thermostable, high-activity Mn-SOD variants. These variants will be characterized in E. coli. Furthermore, a multi-scale mathematical model will be developed to simulate the spatiotemporal efficacy of Mn-SOD when delivered as an eye drop, from catalytic kinetics to reaction-diffusion within the eye. The goal is to develop engineered Mn-SOD as a core component of novel eye drops, offering a non-invasive strategy for cataract prevention and early intervention to alleviate the global disease burden.	Therapeutics	Gold Medal			2025	Ruyi Shi, Leyu Xu, Shan Su	Ling Jiang, Zhengming Zhu	Fuyuetong, kaixu chen, Lin Li, Shuaiwenjing	Enqi Shi, Hanying Wang, Lyra Huang	Chenyu, JUNSONG HOU, Kaiming Wen, MA QIHAO, Sicheng Liu, Tian Haliya, Tianyue Wu, xuanyi jin, Xu Zihan, Yao Zhongde, Yichao Xu, Yilin Chen, Yucheng Li, Yujia Liu, Yunxi Tong, ZHANG CHENQI, ZHANG YIMEI, ZHIHAN CHEN, Zhuxinyu	31	High School	China	Asia	https://2025.igem.wiki/nanjing-biox	Accepted
5993	AGORA-KOR	Protective effect of ginseng on bioaccessibility and oxidative stress induced by microplastics during in-vitro digestion	This study investigated how Korean ginseng affects amine-functionalized polystyrene microplastics (MPs) using a simulated digestion model and liver cell cultures. Researchers found that ginsenosides, the active compounds in ginseng, promote the aggregation of MPs through electrostatic interactions. This clumping effect significantly reduced the bioaccessibility of the microplastics, with a 1:4 (MP:ginseng) ratio lowering it to just 6.52%. Dynamic light scattering and microscopy confirmed that a 1:2 ratio induced the greatest aggregation. Hyperspectral imaging showed a strong binding between ginsenosides and MPs. Critically, when human liver (HepG2) cells were exposed to MPs, co-treatment with ginseng significantly lowered the production of harmful reactive oxygen species (ROS). The findings suggest that ginseng can mitigate the potential harm of microplastics by decreasing their absorption in the gut and protecting hepatic cells from oxidative stress.	Bioremediation				2025	Soonmi, Hyejin		Dongmin		Ian Kim, Jaeheon, Jeongseo Kim, Stella Pyeon	7	High School	Korea, Republic of	Asia	https://2025.igem.wiki/agora-kor	Accepted
5994	MBG-DUTh	Chitinator et al.	Chitinator et al. transforms seafood waste into growth. Chitin, the tough biopolymer found in shrimp and crab shells, is often discarded despite its vast potential. Our team engineered a powerful dual-enzyme fusion combining Endochitinase and Exochitinase through a flexible linker, enabling synergistic and continuous chitin degradation into chitooligosaccharides (COS),bioactive molecules that stimulate plant growth and immunity. Expressed in E. coli and optimized for secretion in Bacillus subtilis, our construct lays the foundation for a living bioconversion platform that upcycles chitin waste into a natural bioactivator. Applied to garlic crops, this eco-friendly solution helps combat fungal pathogens like Fusarium oxysporum and Sclerotium cepivorum, promoting sustainable yield and soil regeneration. Through synthetic biology, Chitinator et al. turns what nature discards into what agriculture needs most resilience, protection, and life.	Bioremediation	Gold Medal		Best Bioremediation Project, Undergrad & Overgrad	2025	Aglaia Pappa, Alex Galanis	Antreas Ermogenous	Adamantia Koulouri, Alexandros Skouris, Athanasia Arampatzi, Margarita Geranopoulou, Maria Eleni Tsatsou, Sotirios Touliopoulos	Katerina Tounta	Alexandra Tsoni, Christodouli Solomou, Dimitrios Vlachos, Katia Mouratidou, Sofia Sgardeli, Stefanos Koukos, Vyzantiani Kantziki	17	Undergrad	Greece	Europe	https://2025.igem.wiki/mbg-duth	Accepted
5995	PCA Korea	Colors from bacteria: production of natural dyes with synthetic biology	Synthetic dyes are widely used in the textile industry but generate toxic effluents that cause serious environmental pollution. Our project seeks to provide a sustainable alternative by engineering Escherichia coli to biosynthesize several natural pigments, carotenoids (red, orange), violaceins (ranging from green to purple), and indigo (blue). We focus on optimizing tryptophan metabolism to efficiently channel precursors toward pigment biosynthesis, ensuring higher yields and consistent production. For indigo, we are also exploring novel flavin monooxygenases with enhanced catalytic activity and stability, aiming to overcome the limitations of existing enzymes. Through a combination of metabolic pathway engineering and enzyme discovery, we aim to create a robust microbial production platform capable of replacing harmful synthetic dye processes. By demonstrating the potential of microbial biosynthesis for natural dyes in E. coli, this project highlights synthetic biology's ability to address environmental challenges and proposes an eco-friendly approach for the future of textile dyeing.	Biomanufacturing	Gold Medal	Top 10+Best Village Project	Best Measurement, High School+Best Presentation, High School+Best Wiki, High School+Best Integrated Human Practices, High School	2025	Tophy M. David, Jongwoo Kim	Chris Song, Dongmin Choi, HOUR CHENDA, Robin Kim, SAGEIKEI	Doyoung Kim, Eun Yeong Hyun, Hyunhee Lee, Jeong Eun Hyun, Ko Eun Ji, ROK, Seokjong Lee, Yearim Jung, Yejun Hwang, Yoon Ki Joo	Hajoon, Jooyeong Lee	Aiden Lee, Dohhee Kim, Grace Lee, Jameskim, Jason, Julie, June hyuk kwak, Kalvin Kim, Matthew Yoon, Sunmin, William Hong, William Jae Hu Lee	31	High School	Korea, Republic of	Asia	https://2025.igem.wiki/pca-korea	Accepted
